School_code,School_name,development_region,Eco_Belt,Zone,District,VDC,Address,Ward_No,Locality,ECD,PRIMARY,LSEC,SEC,HSEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590050010,Janata Uchha Ma V,Mid-western,Hill,Bheri,Surkhet,Bidyapur,Vidhyapur,4,Rural,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590070026,Ma V Birendranagar,Mid-western,Hill,Bheri,Surkhet,N.p.,Barpipal,6,Rural,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590070027,Bhairab Ma V,Mid-western,Hill,Bheri,Surkhet,N.p.,Sthan,4,Rural,,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590070028,Amar Jyoti Uchha Ma V,Mid-western,Hill,Bheri,Surkhet,N.p.,Kunaghat,11,Rural,,,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590070030,Jana Uchha Ma V,Mid-western,Hill,Bheri,Surkhet,N.p.,Bazaar,6,Rural,,,Community_aided,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590140002,Sidda Ma V,Mid-western,Hill,Bheri,Surkhet,Gadi,Gothikada,4,Rural,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600010001,Sita Jana Sahayog Uchha Uchha Ma V,Mid-western,Hill,Bheri,Dailekh,Awabalparajul,Bautrechaur,9,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600010002,Nepal Rastriya Ma V,Mid-western,Hill,Bheri,Dailekh,Awabalparajul,Haneta,2,Urban,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600040001,Dhuleshwor U Ma V,Mid-western,Hill,Bheri,Dailekh,Badalamji,Badalamgi,1,Urban,Community_aided,Community_aided,Community_Unaided,Community_Unaided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600070003,Durga Devi Ma V,Mid-western,Hill,Bheri,Dailekh,Baraha,Puliah,7,Urban,Community_Managed,Community_Managed,Community_Unaided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600090001,Himalaya Ma V,Mid-western,Hill,Bheri,Dailekh,Bhawani,Okharwas,7,Urban,Community_aided,Community_aided,Community_Unaided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600110001,Bhawani U Ma V,Mid-western,Hill,Bheri,Dailekh,Bisalla,Bahaikot,3,Urban,Community_aided,Community_aided,Community_aided,Community_Unaided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600120001,Chamunda Uchha Ma V,Mid-western,Hill,Bheri,Dailekh,Chamunda,Hadakot,6,Urban,,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600130001,Araniko Ma V,Mid-western,Hill,Bheri,Dailekh,Chauratha,Girkhani,5,Rural,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600140001,Pipal Chautara U Ma V,Mid-western,Hill,Bheri,Dailekh,Parajul,Bhairankadh,5,Urban,Community_aided,Community_aided,Community_Unaided,Community_Unaided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600150001,Bijay Uchha Ma V,Mid-western,Hill,Bheri,Dailekh,Dullu,Khakchal,1,Rural,Community_Teacher_aided,,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600150002,Nepal Rastriya Ma Vi,Mid-western,Hill,Bheri,Dailekh,Dullu,Kritikhamba,1,Urban,Community_aided,Community_aided,Community_Unaided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600180001,Parwati Ma V,Mid-western,Hill,Bheri,Dailekh,Goganpani,Goganpani,5,Rural,Community_aided,Community_Managed,Community_aided,Community_Unaided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600200006,Kalika Ma V,Mid-western,Hill,Bheri,Dailekh,Jambukandh,Netrapane,1,Urban,,Community_aided,Community_Unaided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600220001,Kalika Ma Vi,Mid-western,Hill,Bheri,Dailekh,Kalika,Timure,4,Urban,,Community_aided,Community_Unaided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600230001,Bhagawati Ma V,Mid-western,Hill,Bheri,Dailekh,Kasikandh,Dailekh,2,Rural,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610010007,Bhagawati Ma V,Mid-western,Hill,Bheri,Jajarkot,Archhani,Bhetukhana,4,Urban,Community_aided,Community_aided,Community_Teacher_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610020001,Birendra Himalaya Uchha Ma V,Mid-western,Hill,Bheri,Jajarkot,Bhagawati,Bagar,2,Urban,,,Community_aided,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610020002,Ne Ra Ma V,Mid-western,Hill,Bheri,Jajarkot,Bhagawati,Gurta,3,Urban,Community_aided,Community_aided,Community_Teacher_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610030007,Dipendra Uchha Uchha Ma V,Mid-western,Hill,Bheri,Jajarkot,Bhoor,Kalabhur,1,Urban,Community_aided,Community_aided,Community_aided,Community_Teacher_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610060002,Bhagayadaya Ma V,Mid-western,Hill,Bheri,Jajarkot,Dasera,Badaban,8,Urban,Community_aided,Community_aided,Community_Teacher_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610060009,Ramodaya Ma V,Mid-western,Hill,Bheri,Jajarkot,Dasera,Jewa,5,Urban,Community_aided,Community_aided,Community_Teacher_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610070002,Janta Ma V,Mid-western,Hill,Bheri,Jajarkot,Dhime,Samaila,8,Urban,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610070015,Dipendra Ma V,Mid-western,Hill,Bheri,Jajarkot,Dhime,Gharanga,4,Urban,,Community_aided,Community_Teacher_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610080001,Bhanubhakta Himalaya Ma V,Mid-western,Hill,Bheri,Jajarkot,Garkhakot,Maip,5,Urban,Community_aided,Community_aided,Community_Teacher_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610080007,Shivapuri Uchha Ma V,Mid-western,Hill,Bheri,Jajarkot,Garkhakot,Garkhakot,4,Urban,,,Community_aided,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610100002,Bal Uchha Uchha Ma V,Mid-western,Hill,Bheri,Jajarkot,Jhapra,Jhapra,3,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610100010,Ram Ma V,Mid-western,Hill,Bheri,Jajarkot,Jhapra,Khaltakura,6,Urban,Community_aided,Community_aided,Community_Teacher_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610110001,Birendra Uchha Ma V,Mid-western,Hill,Bheri,Jajarkot,Thapachaur,Thapachaur,5,Urban,,,Community_aided,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610120008,Jan Kalyan Ma V,Mid-western,Hill,Bheri,Jajarkot,Karkigaun,Sirugar,3,Urban,Community_aided,Community_aided,Community_Teacher_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610120009,Narayaniuchha Ma V,Mid-western,Hill,Bheri,Jajarkot,Karkigaun,Ghimine,1,Urban,,,Community_aided,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610130004,Panchabhayar Ma V,Mid-western,Hill,Bheri,Jajarkot,Khagenkot,Jikuwa,7,Urban,Community_aided,Community_aided,Community_Teacher_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610140002,Shankar Bhagwan Ma V,Mid-western,Hill,Bheri,Jajarkot,Khalanga,Bhawanthana,6,Urban,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610140004,Shiva Ma V,Mid-western,Hill,Bheri,Jajarkot,Khalanga,Kalegaun,9,Urban,,Community_aided,Community_Teacher_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620040004,Saraswati Uchha Ma V,Mid-western,Mountain,Karnali,Dolpa,Dunai,Bazar,1,Urban,,,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620040009,Dunai Ebs,Mid-western,Mountain,Karnali,Dolpa,Dunai,Dunni,1,Urban,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620050006,Dolpo Educational Ebs,Mid-western,Mountain,Karnali,Dolpa,Jufal,Jufal,1,Urban,Institutional_Private_Trust,Institutional_Private_Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620070005,Kalika Ma V,Mid-western,Mountain,Karnali,Dolpa,Kalika,Baltham,4,Urban,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620090003,Mukteshwor Ma V,Mid-western,Mountain,Karnali,Dolpa,Laha,Phulching,6,Urban,Community_aided,Community_aided,Community_aided,Community_Managed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620110004,Laxmi Ma V Thargaun,Mid-western,Mountain,Karnali,Dolpa,Majhfal,Thargaun,8,Urban,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620150006,Taparicha Ma V,Mid-western,Mountain,Karnali,Dolpa,Phoksundo,Phoksundo,4,Urban,Community_aided,Community_aided,Community_aided,Community_Managed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620170004,Bhagawati Ma V,Mid-western,Mountain,Karnali,Dolpa,Rimi,Jhankot,6,Urban,Community_aided,Community_aided,Community_aided,Community_Managed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620230010,Tripurakot Ma V,Mid-western,Mountain,Karnali,Dolpa,Tripurakot,Maddu,4,Urban,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630060002,Tribhuwan Uchha Uchha Ma V,Mid-western,Mountain,Karnali,Jumla,Depalgaun,Jaranjwala,7,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630130002,Kalika Ma V,Mid-western,Mountain,Karnali,Jumla,Kalikakhetu,Katgaon,5,Urban,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630140004,Koilichari Ma V,Mid-western,Mountain,Karnali,Jumla,Kanakasundari,Okharpata,1,Urban,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630150001,Ratna Chandeshwor Sanskrit Uchha Ma V,Mid-western,Mountain,Karnali,Jumla,Swami,Gaun,2,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630170002,Durga Uchha Ma V,Mid-western,Mountain,Karnali,Jumla,Lamra,Aireni,5,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Managed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630220003,Deurali Ma V,Mid-western,Mountain,Karnali,Jumla,Malikatatha,,2,Urban,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630230003,Bhairab Uchha Uchha Ma V,Mid-western,Mountain,Karnali,Jumla,Narakot,Dada,1,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630240001,Pandawa Gufa Ma V,Mid-western,Mountain,Karnali,Jumla,Pandawagufa,Kotghar,6,Urban,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630240002,Malika Ma V,Mid-western,Mountain,Karnali,Jumla,Pandawagufa,Khichchane,1,Urban,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630250001,Saraswati Ma V,Mid-western,Mountain,Karnali,Jumla,Patarasi,Patarasi,1,Urban,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630250003,Ganga Ma V,Mid-western,Mountain,Karnali,Jumla,Patarasi,Mathachaur,6,Urban,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640010002,Karnali Ma V,Mid-western,Mountain,Karnali,Kalikot,Badalkot,Rengil,2,Urban,,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640010003,Saraswati Ma V,Mid-western,Mountain,Karnali,Kalikot,Badalkot,Siku,5,Urban,Community_aided,Community_aided,Community_Teacher_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640030002,Kalika Uchha Ma V,Mid-western,Mountain,Karnali,Kalikot,Chhapre,Rawatbada,5,Urban,Community_aided,Community_aided,Community_Teacher_aided,Community_Teacher_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640030005,Nainal Dev Ma V,Mid-western,Mountain,Karnali,Kalikot,Chhapre,Takulla,8,Urban,Community_aided,Community_aided,Community_Unaided,Institutional_Private_Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640040001,Shivalaya Uchha Uchha Ma V,Mid-western,Mountain,Karnali,Kalikot,Chilkhaya,Thinkey,1,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640090003,Karnali Uchha Ma V,Mid-western,Mountain,Karnali,Kalikot,Khina,Khetgode,9,Urban,,Community_aided,Community_aided,Community_Teacher_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640160003,Pancha Kalika Uchha Ma V,Mid-western,Mountain,Karnali,Kalikot,Mugraha,Mugraha,5,Urban,Community_aided,Community_aided,Community_aided,Community_Managed,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640180006,Pangelni Devi Ma V,Mid-western,Mountain,Karnali,Kalikot,Nanikot,Nuwaghar,3,Urban,,Community_aided,Community_Unaided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640180007,Saraswati Uchha Uchha Ma V,Mid-western,Mountain,Karnali,Kalikot,Nanikot,Vitta,6,Urban,,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640190004,Triveni Ma V,Mid-western,Mountain,Karnali,Kalikot,Odanaku,Dillikot,9,Urban,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640200005,Jana Jyoti Ma V,Mid-western,Mountain,Karnali,Kalikot,Pakha,Pakha,5,Rural,,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640210002,Malika Ma V,Mid-western,Mountain,Karnali,Kalikot,Mahadev,Nagma,3,Urban,Community_aided,Community_aided,Community_Teacher_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640210003,Mahadev Uchha Uchha Ma V,Mid-western,Mountain,Karnali,Kalikot,Mahadev,Phoikot,7,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640220004,Jana Jagriti Uchha Ma V,Mid-western,Mountain,Karnali,Kalikot,Phukot,Dunridada,8,Urban,Community_aided,Community_aided,Community_aided,Community_Teacher_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640230003,Janata Ma V,Mid-western,Mountain,Karnali,Kalikot,Ramnakot,Khardu,9,Urban,Community_aided,Community_aided,Community_Unaided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650010004,Guru Ma V Bhiyee,Mid-western,Mountain,Karnali,Mugu,Bhiyee,Mugu,1,Urban,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650020004,Jagatmala Uchha Uchha Ma V Dhaina,Mid-western,Mountain,Karnali,Mugu,Dhainakot,Kotwada,1,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650020008,Ne Ra Ma V,Mid-western,Mountain,Karnali,Mugu,Dhainakot,Hitbada,7,Urban,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650090001,Mahadev Masta Uchha Uchha Ma V,Mid-western,Mountain,Karnali,Mugu,Kotdanda,Ratapani,9,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650090002,Saraswati Ma V Rikhiya,Mid-western,Mountain,Karnali,Mugu,Kotdanda,Rinkhiya,2,Urban,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650100005,Buddha Uchha Uchha Ma V Mangri,Mid-western,Mountain,Karnali,Mugu,Mangri,Mangri,6,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650120002,Jana Jyoti Ma V,Mid-western,Mountain,Karnali,Mugu,Natharpu,Dhupichaur,5,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650190008,Prakash Ma V Luma,Mid-western,Mountain,Karnali,Mugu,Ruga,Gaun,5,Urban,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650220008,Kalika Uchha Ma V,Mid-western,Mountain,Karnali,Mugu,Shrikot,Shreekot,4,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650230009,Mahakali Uchha Uchha Ma V,Mid-western,Mountain,Karnali,Mugu,Nagar,Gumgadhi,4,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650230011,Rara Dynamic Ebs,Mid-western,Mountain,Karnali,Mugu,Nagar,Bazar,5,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650240005,Sarvodaya Uchha Ma V,Mid-western,Mountain,Karnali,Mugu,Sukadhik,Sukadhik,1,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660090005,Sallaghari Ma V,Mid-western,Mountain,Karnali,Humla,Kalika,Laphali,2,Urban,,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660110004,Mandhara Ma V,Mid-western,Mountain,Karnali,Humla,Kharpunath,Gaun,4,Urban,,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660140004,Madana Dew Ma V,Mid-western,Mountain,Karnali,Humla,Madana,Madana,6,Urban,Community_aided,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660150009,Chhetrapal Ma V,Mid-western,Mountain,Karnali,Humla,Maila,Kolibada,3,Urban,,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660150013,Malika Ebs,Mid-western,Mountain,Karnali,Humla,Maila,Maila,4,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660230001,Suryodaya Ma V,Mid-western,Mountain,Karnali,Humla,Nagar,Budheli,4,Urban,,,Community_aided,Community_aided,Community_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660250015,Himali Model Ebs,Mid-western,Mountain,Karnali,Humla,Simikot,Bazar,3,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670010007,Dasharath Uchha Ma V,Far-western,Mountain,Seti,Bajura,Atichaur,Danigaon,5,Urban,Community_aided,,Community_Managed,Community_Managed,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670030002,Swami Kartik Ma V,Far-western,Mountain,Seti,Bajura,Bai,"Batusare,wai",7,Rural,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670030006,Suman Karnali Ebs,Far-western,Mountain,Seti,Bajura,Bai,Bai,,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670060001,Pashupati Ma V,Far-western,Mountain,Seti,Bajura,Brahmatola,Tila,6,Rural,Community_aided,Community_Managed,Community_Managed,Community_Managed,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670060013,Malika Peace Zone Ebs,Far-western,Mountain,Seti,Bajura,Brahmatola,Bramatola,,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670070004,Nepal Rastriya Ma V,Far-western,Mountain,Seti,Bajura,Budhiganga,Gangachour,6,Urban,Community_aided,Community_aided,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670110008,Dewalkot Ma V,Far-western,Mountain,Seti,Bajura,Gotree,Chour,3,Urban,Community_Managed,Community_aided,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670120004,Khapardevasthali Ma V,Far-western,Mountain,Seti,Bajura,Gudukhati,Khatigaoun,9,Urban,Community_aided,Community_aided,Community_aided,Community_Managed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670120005,Bhawani Ma V,Far-western,Mountain,Seti,Bajura,Gudukhati,Pudawaula,5,Urban,Community_aided,Community_Managed,Community_Managed,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670140003,Malika Ma V,Far-western,Mountain,Seti,Bajura,Jayabageshori,Gajra,4,Urban,Community_aided,Community_aided,Community_Teacher_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670150011,Jalpa Devi Ma V,Far-western,Mountain,Seti,Bajura,Jugada,Pinalekha,4,Rural,Community_aided,Community_Managed,Community_Managed,Community_Managed,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670170010,Ratna Ma V,Far-western,Mountain,Seti,Bajura,Kailashmandu,Malalgaon,7,Rural,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670180001,Kandabhawani Uchha Uchha Ma V,Far-western,Mountain,Seti,Bajura,Kanda,Jarimtola,6,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670190011,Jana Prakash Uchha Uchha Ma V,Far-western,Mountain,Seti,Bajura,Kolti,Gauripakha,2,Rural,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670190012,Sujan Ebs,Far-western,Mountain,Seti,Bajura,Kolti,Bazar,,Rural,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670190013,Hatemalo Srijanshil Ebs,Far-western,Mountain,Seti,Bajura,Kolti,Kolti,1,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670190014,Seti Karnali Ebs,Far-western,Mountain,Seti,Bajura,Kolti,Kolti,2,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670210001,Bajura Rainbow Ebs,Far-western,Mountain,Seti,Bajura,Kuldevmandu,Thulichaur,1,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670210010,Bhanodaya Uchha Ma V,Far-western,Mountain,Seti,Bajura,Kuldevmandu,Kotwada,9,Rural,,,Community_aided,Community_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670210014,Minmar Ebs,Far-western,Mountain,Seti,Bajura,Kuldevmandu,Phalasain,8,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670220001,Manakot Ma V,Far-western,Mountain,Seti,Bajura,Manakot,Manakot,6,Urban,Community_aided,Community_Managed,Community_Unaided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680010004,Bhawani Ma V,Far-western,Mountain,Seti,Bajhang,Banjh,Thuladada,9,Urban,,Community_Managed,Community_Teacher_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680010006,Ratna Ma V,Far-western,Mountain,Seti,Bajhang,Banjh,Pauta,3,Urban,Community_aided,Community_aided,Community_aided,Community_Managed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680010007,Jagan Nath Uchha Ma V,Far-western,Mountain,Seti,Bajhang,Banjh,Sainsu,6,Urban,Community_aided,Community_aided,Community_Teacher_aided,Community_Teacher_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680010010,Kedar Delight Ebs,Far-western,Mountain,Seti,Bajhang,Banjh,Bagthala,8,Urban,Institutional_Private_Trust,Institutional_Private_Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680020005,Bhairab Uchha Uchha Ma V,Far-western,Mountain,Seti,Bajhang,Bhairabnath,Jhota,1,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Managed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680030005,Surma Bhawani Ma V,Far-western,Mountain,Seti,Bajhang,Bhamchaur,Kadachaur,1,Urban,,Community_aided,Community_Teacher_aided,Community_Unaided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680050006,Chandodaya Ma V,Far-western,Mountain,Seti,Bajhang,Byasi,Khatoda,8,Urban,,Community_aided,Community_Teacher_aided,Community_Teacher_aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
